ID,Sección,Tipo,Referencia,Fecha,Estado de carga,Estatus según radar,Fuentes,Nota
RAD-154,"12.8 CONUEE, eficiencia energética y transición",NOM-011-ENER-2025,"Aire acondicionado central, paquete o dividido",29 abr 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5756076,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-155,"12.8 CONUEE, eficiencia energética y transición",NOM-014-ENER-2025,Motores monofásicos,2 jun 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5758923,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-156,"12.8 CONUEE, eficiencia energética y transición",NOM-016-ENER-2025,Motores trifásicos,19 ago 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5765860,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-157,"12.8 CONUEE, eficiencia energética y transición",NOM-035-ENER-2025,Aire acondicionado unitario,20 ago 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5766188,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-158,"12.8 CONUEE, eficiencia energética y transición",NOM-036-ENER/SE-2025,"Estufas de leña, eficiencia y seguridad",4 nov 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5771767,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-159,"12.8 CONUEE, eficiencia energética y transición",Reglas de operación,Comité Consultivo Nacional de Normalización de Transición Energética,11 dic 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5775809,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-160,"12.8 CONUEE, eficiencia energética y transición",Acuerdo,Simplificación de trámites,12 mar 2026,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5782060,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-161,"12.8 CONUEE, eficiencia energética y transición",Disposiciones reglamentarias,"Catálogo de Equipos y Aparatos, reporte de consumo y formatos",11 sep 2026,Cargado,Vigentes desde el 12 sep 2026; sustituyen catálogo de 2023 y formatos de 2020,https://sidof.segob.gob.mx/notas/5798667 | https://sidof.segob.gob.mx/notas/docFuente/5798667,"Incorporado y cotejado con la fuente oficial el 19 de septiembre de 2026. Se conserva la publicación, no un texto consolidado; no se certifica vigencia. Evidencia: incorporacion-complementos-2026-09-19/VERIFICACION.json."
RAD-162,"12.8 CONUEE, eficiencia energética y transición",Proyectos NOM,"PROY-NOM-007-ENER-2026 y PROY-NOM-013-ENER-2026, eficiencia de alumbrado",14 sep 2026,Proyecto / consulta,En consulta por 60 días naturales; aún no vigentes como NOM,https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=14092026-MAT.pdf&repo=,Esta fila agrupa dos proyectos de NOM en una edición diaria del DOF. Separar ambos proyectos al preparar su carga.
RAD-163,"12.8 CONUEE, eficiencia energética y transición",Proyectos NOM,"Lavadoras comerciales, microondas y calentadores eléctricos",27 mar 2026,Proyecto / consulta,En consulta al corte,https://sidof.segob.gob.mx/notas/5783447 | https://sidof.segob.gob.mx/notas/5783448 | https://sidof.segob.gob.mx/notas/5783449,Esta fila agrupa tres proyectos de NOM y tres notas oficiales. Contarlos como tres documentos al preparar la carga.
RAD-164,"12.8 CONUEE, eficiencia energética y transición",Proyectos NOM,Calentadores solares y ventiladores,23 jun 2026,Proyecto / consulta,En consulta al corte,https://sidof.segob.gob.mx/notas/5791368 | https://sidof.segob.gob.mx/notas/5791369,Esta fila agrupa dos proyectos de NOM y dos notas oficiales. Contarlos como dos documentos al preparar la carga.
RAD-165,"12.8 CONUEE, eficiencia energética y transición",NOM-022-ENER/SE-2025,"Refrigeración comercial autocontenida: eficiencia, seguridad, pruebas y etiquetado",23 jul 2026,Por cotejar e incorporar,Publicada; entrada en vigor en 180 días naturales,https://sidof.segob.gob.mx/notas/5794525,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-166,"12.8 CONUEE, eficiencia energética y transición",Suplemento de programa de normalización,Modificación de la NOM-002-SEDE/ENER-2014 para transformadores de distribución,26 ago 2026,Por cotejar e incorporar,Inscrita por primera vez; modificación aún no publicada,https://www.dof.gob.mx/abrirPDF.php?anio=2026&archivo=26082026-MAT.pdf&repo=,"La publicación es el suplemento de un programa de normalización. La modificación de la NOM está programada, no publicada como texto final según el radar; no cargarla como NOM modificada vigente."
RAD-167,"12.8 CONUEE, eficiencia energética y transición",Portal,"Normas, programas y herramientas",Consulta permanente,Portal / colección,En operación,https://www.gob.mx/conuee,No equivale a un instrumento individual; seleccionar documentos concretos.
RAD-168,"12.9 LitioMx, INEEL, IMP e ININ",Aviso / programa,Programa Institucional de Litio para México 2026-2030,24 jul 2026,Por cotejar e incorporar,Publicado,https://sidof.segob.gob.mx/notas/5794681,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-169,"12.9 LitioMx, INEEL, IMP e ININ",Aviso,Manual de Organización General,17 sep 2024,Por cotejar e incorporar,Publicado por aviso,https://sidof.segob.gob.mx/notas/5739127,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-170,"12.9 LitioMx, INEEL, IMP e ININ",Estatuto,Estatuto Orgánico,10 sep 2024,Antecedente o efectos limitados,**Abrogado a partir del 28 ago 2026**,https://sidof.segob.gob.mx/notas/5738636,Referencia repetida de RAD-095. Conservar estado histórico y cotejar relación con el instrumento posterior.
RAD-171,"12.9 LitioMx, INEEL, IMP e ININ",Manual,Manual de Organización General,13 mar 2025,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5751783,Referencia repetida de RAD-096. Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-172,"12.9 LitioMx, INEEL, IMP e ININ",Aviso / programa,Programa Institucional ININ 2026-2030,1 abr 2026,Por cotejar e incorporar,Actualizado posteriormente,https://sidof.segob.gob.mx/notas/5783849,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-173,"12.9 LitioMx, INEEL, IMP e ININ",Programa,Programa Institucional INEEL 2026-2030,1 jun 2026,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5789107,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-174,"12.9 LitioMx, INEEL, IMP e ININ",Aviso / programa,Programa Institucional Estratégico IMP 2026-2030,10 jun 2026,Por cotejar e incorporar,Vigente,https://sidof.segob.gob.mx/notas/5790183,Referencia repetida de RAD-102. Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-175,"12.9 LitioMx, INEEL, IMP e ININ",Estatuto orgánico,Estatuto Orgánico del Instituto Mexicano del Petróleo,27 ago 2026,Por cotejar e incorporar,Publicado; vigente desde el 28 ago 2026,https://sidof.segob.gob.mx/notas/5797266,Referencia repetida de RAD-103. Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-176,"12.9 LitioMx, INEEL, IMP e ININ",Aviso / actualización,Actualización del Programa Institucional ININ 2026-2030,10 jun 2026,Por cotejar e incorporar,Última localizada,https://sidof.segob.gob.mx/notas/5790184,Referencia del radar; cotejar fuente completa y vigencia antes de procesar.
RAD-177,"12.9 LitioMx, INEEL, IMP e ININ",Portal,Investigación eléctrica y energías limpias,Consulta permanente,Portal / colección,En operación,https://www.ineel.mx/,No equivale a un instrumento individual; seleccionar documentos concretos.
RAD-178,"12.9 LitioMx, INEEL, IMP e ININ",Portal,Investigación y servicios en hidrocarburos,Consulta permanente,Portal / colección,En operación,https://www.gob.mx/imp,No equivale a un instrumento individual; seleccionar documentos concretos.
RAD-179,"12.9 LitioMx, INEEL, IMP e ININ",Portal,Investigación nuclear,Consulta permanente,Portal / colección,En operación,https://www.gob.mx/inin,No equivale a un instrumento individual; seleccionar documentos concretos.
